,open,high,low,close,adjusted close,volume,dividend amount,split coefficient
2021-05-03,339.23,340.0,335.73,336.19,335.423427666,29729730,0.0,1.0
2021-05-04,333.56,333.89,326.21,330.14,329.38722273,65146972,0.0,1.0
2021-05-05,332.25,333.14,328.23,329.03,328.279753726,46219307,0.0,1.0
2021-05-06,328.76,331.67,326.45,331.51,330.754098889,46814283,0.0,1.0
2021-05-07,334.37,336.65,331.6914,334.2,333.437965216,53324460,0.0,1.0
2021-05-10,332.78,332.96,325.55,325.76,325.017209901,60700462,0.0,1.0
2021-05-11,319.7,326.1299,319.02,325.31,324.56823598,71963612,0.0,1.0
2021-05-12,320.23,322.62,316.0,316.89,316.167435061,91164855,0.0,1.0
2021-05-13,319.92,322.4,316.9,319.34,318.61184863,69877765,0.0,1.0
2021-05-14,322.6,327.33,322.08,326.39,325.64577339,44370015,0.0,1.0
2021-05-17,324.63,326.3721,321.45,324.41,323.670288138,39394997,0.0,1.0
2021-05-18,325.39,326.65,321.94,322.22,321.485281723,36528454,0.0,1.0
2021-05-19,316.66,322.9,316.3,322.59,321.854438058,66319108,0.0,1.0
2021-05-20,324.12,329.71,323.89,328.83,328.080209761,46466135,0.0,1.0
2021-05-21,330.43,330.86,326.64,327.01,326.264359681,50330449,0.0,1.0
2021-05-24,329.37,333.67,326.9032,332.51,331.751818713,32475771,0.0,1.0
2021-05-25,334.07,334.81,331.755,332.97,332.210769833,31280314,0.0,1.0
2021-05-26,333.66,334.61,332.95,334.13,333.368124829,25444932,0.0,1.0
2021-05-27,333.67,334.54,332.67,332.88,332.120975048,27931747,0.0,1.0
2021-05-28,334.12,335.5699,333.6,333.93,333.168580864,29927449,0.0,1.0
2021-06-01,335.3,335.785,331.43,332.82,332.061111859,31145424,0.0,1.0
2021-06-02,333.25,334.34,331.695,333.47,332.709629745,22047940,0.0,1.0
2021-06-03,330.55,331.86,328.28,330.0,329.247541955,37057825,0.0,1.0
2021-06-04,331.85,336.0582,331.78,335.6,334.83477297,38736545,0.0,1.0
2021-06-07,335.05,336.66,334.34,336.6,335.832492794,32611852,0.0,1.0
2021-06-08,338.395,339.29,335.03,336.76,335.992127966,27282819,0.0,1.0
2021-06-09,338.17,338.97,336.651,336.84,336.071945552,21485319,0.0,1.0
2021-06-10,337.19,340.46,336.73,340.35,339.573942134,33702067,0.0,1.0
2021-06-11,340.36,341.25,339.69,341.24,340.461912778,21222830,0.0,1.0
2021-06-14,341.68,344.52,340.46,344.51,343.724456603,27827716,0.0,1.0
2021-06-15,344.15,344.47,341.52,342.26,341.479586999,35963780,0.0,1.0
2021-06-16,342.74,343.84,337.45,341.01,340.232437218,54252558,0.0,1.0
2021-06-17,339.97,346.38,339.92,345.34,344.552564057,59722700,0.0,1.0
2021-06-18,343.63,344.8082,341.86,342.63,341.848743333,55414862,0.0,1.0
2021-06-21,342.43,344.69,340.15,344.36,343.970683878,32992649,0.3968,1.0
2021-06-22,344.15,348.03,343.84,347.57,347.177054813,28941626,0.0,1.0
2021-06-23,347.51,348.92,346.88,347.74,347.34686262,27188454,0.0,1.0
2021-06-24,349.73,351.46,349.17,349.89,349.494431938,32581605,0.0,1.0
2021-06-25,350.47,350.72,348.84,349.46,349.064918074,28682801,0.0,1.0
2021-06-28,350.78,353.85,350.72,353.71,353.310113238,39130305,0.0,1.0
2021-06-29,353.53,355.0199,352.67,354.99,354.588666134,29426039,0.0,1.0
2021-06-30,354.83,355.23,353.83,354.43,354.029299242,32723964,0.0,1.0
2021-07-01,354.07,355.09,352.68,354.57,354.169140965,29289978,0.0,1.0
2021-07-02,356.52,358.97,356.28,358.64,358.234539627,32727244,0.0,1.0
2021-07-06,359.26,360.48,356.49,360.19,359.782787275,38842397,0.0,1.0
2021-07-07,362.45,362.76,358.94,360.95,360.541928057,35265242,0.0,1.0
2021-07-08,355.74,359.65,354.42,358.77,358.364392656,50890021,0.0,1.0
2021-07-09,358.17,361.5,357.57,361.01,360.601860224,35184534,0.0,1.0
2021-07-12,362.45,362.89,360.83,362.42,362.010266149,25717677,0.0,1.0
2021-07-13,362.03,365.465,361.54,362.42,362.010266149,39723015,0.0,1.0
2021-07-14,364.83,365.49,362.22,363.07,362.659531292,35336350,0.0,1.0
2021-07-15,362.98,363.19,358.46,360.52,360.112414194,53391557,0.0,1.0
2021-07-16,361.4,362.41,357.24,357.6,357.195715399,47261961,0.0,1.0
2021-07-19,354.05,355.18,352.04,354.67,354.26902791,64404625,0.0,1.0
2021-07-20,355.63,360.28,353.8,358.79,358.384370045,42183702,0.0,1.0
2021-07-21,358.35,361.56,358.12,361.56,361.151238422,30259860,0.0,1.0
2021-07-22,361.77,363.96,361.77,363.95,363.538536408,30252240,0.0,1.0
2021-07-23,365.31,368.485,363.9157,368.2,367.783731571,31960799,0.0,1.0
2021-07-26,367.49,368.89,366.601,368.49,368.073403712,28438126,0.0,1.0
2021-07-27,368.22,368.22,360.16,364.43,364.017993744,57933148,0.0,1.0
2021-07-28,365.6,367.45,363.24,365.83,365.416410974,42066195,0.0,1.0
2021-07-29,365.25,367.6794,365.25,366.48,366.065676117,23166574,0.0,1.0
2021-07-30,362.44,365.17,362.41,364.57,364.157835467,36484649,0.0,1.0
2021-08-02,366.28,366.88,363.87,364.6,364.187801551,27334097,0.0,1.0
2021-08-03,365.28,366.93,362.0,366.81,366.395303036,35558511,0.0,1.0
2021-08-04,366.77,368.32,365.63,367.34,366.924703844,29602236,0.0,1.0
2021-08-05,368.18,369.91,367.45,369.67,369.252069663,21443925,0.0,1.0
2021-08-06,368.37,369.37,366.905,368.05,367.633901154,33332107,0.0,1.0
2021-08-09,368.52,369.27,367.39,368.73,368.31313238,25960245,0.0,1.0
2021-08-10,369.26,369.56,365.62,366.84,366.425269119,35130796,0.0,1.0
2021-08-11,368.14,368.65,364.84,366.21,365.795981365,34249812,0.0,1.0
2021-08-12,365.69,367.9,364.295,367.53,367.11448904,26003877,0.0,1.0
2021-08-13,367.89,369.16,367.38,368.82,368.403030631,19113595,0.0,1.0
2021-08-16,367.67,369.02,363.7,368.98,368.562849743,35044107,0.0,1.0
2021-08-17,366.15,367.15,363.23,365.73,365.316524029,44793902,0.0,1.0
2021-08-18,365.18,366.62,361.865,362.21,361.800503565,38541940,0.0,1.0
2021-08-19,360.22,365.68,359.96,363.96,363.548525102,48499368,0.0,1.0
2021-08-20,365.06,368.14,364.74,367.73,367.31426293,39486034,0.0,1.0
2021-08-23,368.8,373.935,368.79,373.23,372.808044906,34034744,0.0,1.0
2021-08-24,373.84,374.99,373.36,374.37,373.946756079,21732913,0.0,1.0
2021-08-25,374.63,375.39,373.855,374.8,374.376269943,20441880,0.0,1.0
2021-08-26,373.92,374.62,371.97,372.42,371.998960651,29133325,0.0,1.0
2021-08-27,373.07,376.56,372.57,376.04,375.614868061,27104749,0.0,1.0
2021-08-30,376.85,380.76,376.83,380.26,379.830097141,27295665,0.0,1.0
2021-08-31,380.51,380.579,378.36,379.95,379.520447612,29628175,0.0,1.0
2021-09-01,381.04,382.71,380.37,380.58,380.149735365,28138311,0.0,1.0
2021-09-02,381.97,382.31,379.15,380.4,379.969938864,25503535,0.0,1.0
2021-09-03,379.22,381.98,379.2003,381.57,381.138616121,24624937,0.0,1.0
2021-09-07,381.68,382.778,380.4882,382.11,381.678005624,23970203,0.0,1.0
2021-09-08,381.93,381.93,378.45,380.78,380.349509255,32949159,0.0,1.0
2021-09-09,381.01,382.15,379.22,379.47,379.040990275,29398978,0.0,1.0
2021-09-10,381.23,381.97,376.245,376.59,376.164246259,40249405,0.0,1.0
2021-09-13,378.99,379.43,374.22,376.33,375.904540202,48741781,0.0,1.0
2021-09-14,377.86,378.61,374.28,375.26,374.83574989,41826624,0.0,1.0
2021-09-15,375.73,378.41,373.37,378.05,377.622595656,34097865,0.0,1.0
2021-09-16,376.68,378.9,374.695,378.31,377.882301713,35193083,0.0,1.0
2021-09-17,377.82,377.87,372.76,373.83,373.407366576,60912267,0.0,1.0
2021-09-20,367.46,369.25,360.93,365.7,365.7,76203202,0.4139,1.0
2021-09-21,367.58,368.81,364.99,366.15,366.15,41927483,0.0,1.0
2021-09-22,367.09,371.07,365.9584,369.57,369.57,46769298,0.0,1.0
